,COUNTRY,COMMODITY,VARIABLE,TIME_PERIOD,value
0,ARG,BD,NT,2004,0.0
1,ARG,BD,NT,2005,0.0
2,ARG,BD,NT,2006,0.0
3,ARG,BD,NT,2007,459.090909090909
4,ARG,BD,NT,2008,1400.0
5,ARG,BD,NT,2009,1790.25100406157
6,ARG,BD,NT,2010,1767.78889393648
7,ARG,BD,NT,2011,1999.54437866921
8,ARG,BD,NT,2012,2225.72261537746
9,ARG,BD,NT,2013,2452.35697033705
10,ARG,BD,NT,2014,2678.9288123645
11,ARG,BD,NT,2015,2906.22978391127
12,ARG,BD,NT,2016,2918.27428052393
13,ARG,BD,NT,2017,2930.88528375849
14,ARG,BD,NT,2018,2943.74369243041
15,ARG,BD,NT,2019,2956.73320650286
16,ARG,BD,QC,2004,0.0
17,ARG,BD,QC,2005,0.0
18,ARG,BD,QC,2006,0.0
19,ARG,BD,QC,2007,0.0
20,ARG,BD,QC,2008,0.0
21,ARG,BD,QC,2009,209.748995938428
22,ARG,BD,QC,2010,532.21110606352
23,ARG,BD,QC,2011,564.074406688012
24,ARG,BD,QC,2012,600.731705709256
25,ARG,BD,QC,2013,637.879334462651
26,ARG,BD,QC,2014,675.896874106724
27,ARG,BD,QC,2015,714.111632557634
28,ARG,BD,QC,2016,753.319020810191
29,ARG,BD,QC,2017,792.791702667444
30,ARG,BD,QC,2018,832.774124040256
31,ARG,BD,QC,2019,902.838664179425
32,ARG,BD,QP,2004,0.0
33,ARG,BD,QP,2005,0.0
34,ARG,BD,QP,2006,0.0
35,ARG,BD,QP,2007,459.090909090909
36,ARG,BD,QP,2008,1400.0
37,ARG,BD,QP,2009,2000.0
38,ARG,BD,QP,2010,2300.0
39,ARG,BD,QP,2011,2563.61878535722
40,ARG,BD,QP,2012,2826.45432108672
41,ARG,BD,QP,2013,3090.2363047997
42,ARG,BD,QP,2014,3354.82568647123
43,ARG,BD,QP,2015,3620.34141646891
44,ARG,BD,QP,2016,3671.59330133412
45,ARG,BD,QP,2017,3723.67698642594
46,ARG,BD,QP,2018,3776.51781647067
47,ARG,BD,QP,2019,3859.57187068228
48,ARG,BT,EX,2000,6.037061
49,ARG,BT,EX,2001,2.308039
50,ARG,BT,EX,2002,3.988542
51,ARG,BT,EX,2003,0.557886
52,ARG,BT,EX,2004,3.900081
53,ARG,BT,EX,2005,1.668375
54,ARG,BT,EX,2006,15.89
55,ARG,BT,EX,2007,18.8
56,ARG,BT,EX,2008,21.6
57,ARG,BT,EX,2009,14.0
58,ARG,BT,EX,2010,17.2699661129212
59,ARG,BT,EX,2011,19.5946852122675
60,ARG,BT,EX,2012,21.0998475804403
61,ARG,BT,EX,2013,21.7998195283053
62,ARG,BT,EX,2014,22.1914076836355
63,ARG,BT,EX,2015,22.7484086493902
64,ARG,BT,EX,2016,23.3792992110799
65,ARG,BT,EX,2017,25.1919985770251
66,ARG,BT,EX,2018,25.9729841600882
67,ARG,BT,EX,2019,27.0747175140324
68,ARG,BT,FO,2000,43.6929978
69,ARG,BT,FO,2001,41.0
70,ARG,BT,FO,2002,41.862
71,ARG,BT,FO,2003,36.4
72,ARG,BT,FO,2004,35.2
73,ARG,BT,FO,2005,30.3
74,ARG,BT,FO,2006,31.456
75,ARG,BT,FO,2007,29.8
76,ARG,BT,FO,2008,28.6
77,ARG,BT,FO,2009,36.383
78,ARG,BT,FO,2010,26.4973080632628
79,ARG,BT,FO,2011,23.5182493804125
80,ARG,BT,FO,2012,22.6387490897742
81,ARG,BT,FO,2013,22.3895385689606
82,ARG,BT,FO,2014,22.5360592675149
83,ARG,BT,FO,2015,22.3755900609265
84,ARG,BT,FO,2016,22.2382378165374
85,ARG,BT,FO,2017,21.2953775738205
86,ARG,BT,FO,2018,21.1312514897352
87,ARG,BT,FO,2019,20.6781537804243
88,ARG,BT,IM,2000,0.106491
89,ARG,BT,IM,2001,1.009959
90,ARG,BT,IM,2002,0.898731
91,ARG,BT,IM,2003,1.634559
92,ARG,BT,IM,2004,0.077496
93,ARG,BT,IM,2005,0.004574
94,ARG,BT,IM,2006,0.01
95,ARG,BT,IM,2007,0.002
96,ARG,BT,IM,2008,0.0
97,ARG,BT,IM,2009,0.0
98,ARG,BT,IM,2010,0.0
99,ARG,BT,IM,2011,0.0
100,ARG,BT,IM,2012,0.0
101,ARG,BT,IM,2013,0.0
102,ARG,BT,IM,2014,0.0
103,ARG,BT,IM,2015,0.0
104,ARG,BT,IM,2016,0.0
105,ARG,BT,IM,2017,0.0
106,ARG,BT,IM,2018,0.0
107,ARG,BT,IM,2019,0.0
108,ARG,BT,NT,2000,5.93057
109,ARG,BT,NT,2001,1.29808
110,ARG,BT,NT,2002,3.089811
111,ARG,BT,NT,2003,-1.076673
112,ARG,BT,NT,2004,3.822585
113,ARG,BT,NT,2005,1.663801
114,ARG,BT,NT,2006,15.88
115,ARG,BT,NT,2007,18.798
116,ARG,BT,NT,2008,21.6
117,ARG,BT,NT,2009,14.0
118,ARG,BT,NT,2010,17.2699661129212
119,ARG,BT,NT,2011,19.5946852122675
120,ARG,BT,NT,2012,21.0998475804403
121,ARG,BT,NT,2013,21.7998195283053
122,ARG,BT,NT,2014,22.1914076836355
123,ARG,BT,NT,2015,22.7484086493902
124,ARG,BT,NT,2016,23.3792992110799
125,ARG,BT,NT,2017,25.1919985770251
126,ARG,BT,NT,2018,25.9729841600882
127,ARG,BT,NT,2019,27.0747175140324
128,ARG,BT,PC,2000,1.18284192317063
129,ARG,BT,PC,2001,1.09866552333994
130,ARG,BT,PC,2002,1.11110521286761
131,ARG,BT,PC,2003,0.957315309154985
132,ARG,BT,PC,2004,0.917335557177108
133,ARG,BT,PC,2005,0.782298874315811
134,ARG,BT,PC,2006,0.804398414524997
135,ARG,BT,PC,2007,0.7546214231451
136,ARG,BT,PC,2008,0.717097510217386
137,ARG,BT,PC,2009,0.903341940609792
138,ARG,BT,PC,2010,0.651583830798771
139,ARG,BT,PC,2011,0.572917159084348
140,ARG,BT,PC,2012,0.546420532687462
141,ARG,BT,PC,2013,0.535545209389829
142,ARG,BT,PC,2014,0.534283055180532
143,ARG,BT,PC,2015,0.525890525075832
144,ARG,BT,PC,2016,0.518240959580002
145,ARG,BT,PC,2017,0.492162462128095
146,ARG,BT,PC,2018,0.484439511456561
147,ARG,BT,PC,2019,0.470321470691542
148,ARG,BT,PP,2000,3960.0
149,ARG,BT,PP,2001,4020.0
150,ARG,BT,PP,2002,5530.0
151,ARG,BT,PP,2003,8020.0
152,ARG,BT,PP,2004,8030.0
153,ARG,BT,PP,2005,8340.0
154,ARG,BT,PP,2006,8480.0
155,ARG,BT,PP,2007,9140.0
156,ARG,BT,PP,2008,10450.0
157,ARG,BT,PP,2009,11140.0
158,ARG,BT,PP,2010,11332.6568051071
159,ARG,BT,PP,2011,12503.7924600636
160,ARG,BT,PP,2012,13382.855679221
161,ARG,BT,PP,2013,13604.0402204443
162,ARG,BT,PP,2014,13813.8307464066
163,ARG,BT,PP,2015,14282.7340371876
164,ARG,BT,PP,2016,14772.1460577396
165,ARG,BT,PP,2017,15910.7719994242
166,ARG,BT,PP,2018,16389.4081262175
167,ARG,BT,PP,2019,17126.8816194191
168,ARG,BT,QC,2000,43.6929978
169,ARG,BT,QC,2001,41.0
170,ARG,BT,QC,2002,41.862
171,ARG,BT,QC,2003,36.4
172,ARG,BT,QC,2004,35.2
173,ARG,BT,QC,2005,30.3
174,ARG,BT,QC,2006,31.456
175,ARG,BT,QC,2007,29.8
176,ARG,BT,QC,2008,28.6
177,ARG,BT,QC,2009,36.383
178,ARG,BT,QC,2010,26.4973080632628
179,ARG,BT,QC,2011,23.5182493804125
180,ARG,BT,QC,2012,22.6387490897742
181,ARG,BT,QC,2013,22.3895385689606
182,ARG,BT,QC,2014,22.5360592675149
183,ARG,BT,QC,2015,22.3755900609265
184,ARG,BT,QC,2016,22.2382378165374
185,ARG,BT,QC,2017,21.2953775738205
186,ARG,BT,QC,2018,21.1312514897352
187,ARG,BT,QC,2019,20.6781537804243
188,ARG,BT,QP,2000,46.7395678
189,ARG,BT,QP,2001,44.0
190,ARG,BT,QP,2002,38.8
191,ARG,BT,QP,2003,35.5
192,ARG,BT,QP,2004,40.875
193,ARG,BT,QP,2005,40.0
194,ARG,BT,QP,2006,46.89
195,ARG,BT,QP,2007,47.37
196,ARG,BT,QP,2008,50.8
197,ARG,BT,QP,2009,48.7
198,ARG,BT,QP,2010,43.7672741761841
199,ARG,BT,QP,2011,43.11293459268
200,ARG,BT,QP,2012,43.7385966702146
201,ARG,BT,QP,2013,44.1893580972659
202,ARG,BT,QP,2014,44.7274669511504
203,ARG,BT,QP,2015,45.1239987103167
204,ARG,BT,QP,2016,45.6175370276173
205,ARG,BT,QP,2017,46.4873761508456
206,ARG,BT,QP,2018,47.1042356498235
207,ARG,BT,QP,2019,47.7528712944568
208,ARG,BT,ST,2000,7.55230420000001
209,ARG,BT,ST,2001,9.25422420000001
210,ARG,BT,ST,2002,3.1024132
211,ARG,BT,ST,2003,3.2790862
212,ARG,BT,ST,2004,5.1315012
213,ARG,BT,ST,2005,13.1677002
214,ARG,BT,ST,2006,12.7217002
215,ARG,BT,ST,2007,11.4937002
216,ARG,BT,ST,2008,12.0937002
217,ARG,BT,ST,2009,10.4107002
218,ARG,BT,ST,2010,10.4107002
219,ARG,BT,ST,2011,10.4107002
220,ARG,BT,ST,2012,10.4107002
221,ARG,BT,ST,2013,10.4107002
222,ARG,BT,ST,2014,10.4107002
223,ARG,BT,ST,2015,10.4107002
224,ARG,BT,ST,2016,10.4107002
225,ARG,BT,ST,2017,10.4107002
226,ARG,BT,ST,2018,10.4107002
227,ARG,BT,ST,2019,10.4107002
228,ARG,BV,CI,2000,19147.1190441176
229,ARG,BV,CI,2001,18714.8559230769
230,ARG,BV,CI,2002,19031.25
231,ARG,BV,CI,2003,19147.1190441176
232,ARG,BV,CI,2004,18714.8559230769
233,ARG,BV,CI,2005,19031.25
234,ARG,BV,CI,2006,19410.6818181818
235,ARG,BV,CI,2007,20520.0
236,ARG,BV,CI,2008,21841.0553425316
237,ARG,BV,CI,2009,20000.0
238,ARG,BV,CI,2010,19176.9384306479
239,ARG,BV,CI,2011,19379.0181512848
240,ARG,BV,CI,2012,19627.4025985465
241,ARG,BV,CI,2013,19995.081143737
242,ARG,BV,CI,2014,20320.7369327937
243,ARG,BV,CI,2015,20630.1088674456
244,ARG,BV,CI,2016,20954.0814992822
245,ARG,BV,CI,2017,21293.6382836254
246,ARG,BV,CI,2018,21593.443038859
247,ARG,BV,CI,2019,21915.7285997345
248,ARG,BV,EX,2000,346.3004931775
249,ARG,BV,EX,2001,156.806823103
250,ARG,BV,EX,2002,355.4087582716
251,ARG,BV,EX,2003,396.191
252,ARG,BV,EX,2004,635.2378
253,ARG,BV,EX,2005,775.635
254,ARG,BV,EX,2006,565.3651
255,ARG,BV,EX,2007,539.2972
256,ARG,BV,EX,2008,429.5648
257,ARG,BV,EX,2009,700.0
258,ARG,BV,EX,2010,570.946384638933
259,ARG,BV,EX,2011,587.072091367812
260,ARG,BV,EX,2012,562.946277001361
261,ARG,BV,EX,2013,696.920544685056
262,ARG,BV,EX,2014,683.458489870466
263,ARG,BV,EX,2015,659.930705039018
264,ARG,BV,EX,2016,649.349035205678
265,ARG,BV,EX,2017,630.209299502159
266,ARG,BV,EX,2018,604.957659590261
267,ARG,BV,EX,2019,570.094170741644
268,ARG,BV,FO,2000,2385.10727074795
269,ARG,BV,FO,2001,2342.40623031546
270,ARG,BV,FO,2002,2180.40421618398
271,ARG,BV,FO,2003,2279.85657529585
272,ARG,BV,FO,2004,2399.02997444012
273,ARG,BV,FO,2005,2365.89916613787
274,ARG,BV,FO,2006,2477.66015
275,ARG,BV,FO,2007,2681.368375
276,ARG,BV,FO,2008,2686.62828729859
277,ARG,BV,FO,2009,2653.8182
278,ARG,BV,FO,2010,2579.52726844489
279,ARG,BV,FO,2011,2601.84898729076
280,ARG,BV,FO,2012,2619.80257575575
281,ARG,BV,FO,2013,2482.83827086607
282,ARG,BV,FO,2014,2518.20946391731
283,ARG,BV,FO,2015,2552.88529097722
284,ARG,BV,FO,2016,2570.51879904989
285,ARG,BV,FO,2017,2603.59143371927
286,ARG,BV,FO,2018,2631.70334563365
287,ARG,BV,FO,2019,2675.33915530313
288,ARG,BV,IM,2000,9.1328
289,ARG,BV,IM,2001,7.1328
290,ARG,BV,IM,2002,7.1328
291,ARG,BV,IM,2003,8.005
292,ARG,BV,IM,2004,6.0592
293,ARG,BV,IM,2005,6.0356
294,ARG,BV,IM,2006,8.59285
295,ARG,BV,IM,2007,2.795775
296,ARG,BV,IM,2008,3.3514
297,ARG,BV,IM,2009,3.8182
298,ARG,BV,IM,2010,4.0
299,ARG,BV,IM,2011,3.3
300,ARG,BV,IM,2012,4.0
301,ARG,BV,IM,2013,4.0
302,ARG,BV,IM,2014,10.0
303,ARG,BV,IM,2015,10.0
304,ARG,BV,IM,2016,10.0
305,ARG,BV,IM,2017,15.0
306,ARG,BV,IM,2018,4.0
307,ARG,BV,IM,2019,5.0
308,ARG,BV,NT,2000,337.1676931775
309,ARG,BV,NT,2001,149.674023103
310,ARG,BV,NT,2002,348.2759582716
311,ARG,BV,NT,2003,388.186
312,ARG,BV,NT,2004,629.1786
313,ARG,BV,NT,2005,769.5994
314,ARG,BV,NT,2006,556.77225
315,ARG,BV,NT,2007,536.501425
316,ARG,BV,NT,2008,426.2134
317,ARG,BV,NT,2009,696.1818
318,ARG,BV,NT,2010,566.946384638933
319,ARG,BV,NT,2011,583.772091367812
320,ARG,BV,NT,2012,558.946277001361
321,ARG,BV,NT,2013,692.920544685056
322,ARG,BV,NT,2014,673.458489870466
323,ARG,BV,NT,2015,649.930705039018
324,ARG,BV,NT,2016,639.349035205678
325,ARG,BV,NT,2017,615.209299502159
326,ARG,BV,NT,2018,600.957659590261
327,ARG,BV,NT,2019,565.094170741644
328,ARG,BV,PC,2000,64.5688099501325
329,ARG,BV,PC,2001,62.7688040708361
330,ARG,BV,PC,2002,57.8724975099261
331,ARG,BV,PC,2003,59.9599341266035
332,ARG,BV,PC,2004,62.5203266558979
333,ARG,BV,PC,2005,61.0838367793522
334,ARG,BV,PC,2006,63.3591650684056
335,ARG,BV,PC,2007,67.8999335274753
336,ARG,BV,PC,2008,67.3627432063433
337,ARG,BV,PC,2009,65.890808421889
338,ARG,BV,PC,2010,63.4320382738625
339,ARG,BV,PC,2011,63.3824357439892
340,ARG,BV,PC,2012,63.2329071409271
341,ARG,BV,PC,2013,59.3880993820669
342,ARG,BV,PC,2014,59.7015045973758
343,ARG,BV,PC,2015,60.0001243531359
344,ARG,BV,PC,2016,59.9034932546409
345,ARG,BV,PC,2017,60.1722118310863
346,ARG,BV,PC,2018,60.3324930223212
347,ARG,BV,PC,2019,60.8501832166476
348,ARG,BV,PP,2000,1574.54545454545
349,ARG,BV,PP,2001,1396.36363636364
350,ARG,BV,PP,2002,2763.63636363636
351,ARG,BV,PP,2003,3458.18181818182
352,ARG,BV,PP,2004,3645.45454545455
353,ARG,BV,PP,2005,4091.66666666667
354,ARG,BV,PP,2006,4240.0
355,ARG,BV,PP,2007,4731.97198968635
356,ARG,BV,PP,2008,4730.12055815149
357,ARG,BV,PP,2009,5673.36032845303
358,ARG,BV,PP,2010,6440.21125699434
359,ARG,BV,PP,2011,6575.19756775728
360,ARG,BV,PP,2012,6692.76388540697
361,ARG,BV,PP,2013,6979.42313171552
362,ARG,BV,PP,2014,7263.73286012187
363,ARG,BV,PP,2015,7417.63470259613
364,ARG,BV,PP,2016,7749.48403616083
365,ARG,BV,PP,2017,7868.20302434227
366,ARG,BV,PP,2018,7889.31948637844
367,ARG,BV,PP,2019,7986.12161679725
368,ARG,BV,QC,2000,2385.10727074795
369,ARG,BV,QC,2001,2342.40623031546
370,ARG,BV,QC,2002,2180.40421618398
371,ARG,BV,QC,2003,2279.85657529585
372,ARG,BV,QC,2004,2399.02997444012
373,ARG,BV,QC,2005,2365.89916613787
374,ARG,BV,QC,2006,2477.66015
375,ARG,BV,QC,2007,2681.368375
376,ARG,BV,QC,2008,2686.62828729859
377,ARG,BV,QC,2009,2653.8182
378,ARG,BV,QC,2010,2579.52726844489
379,ARG,BV,QC,2011,2601.84898729076
380,ARG,BV,QC,2012,2619.80257575575
381,ARG,BV,QC,2013,2482.83827086607
382,ARG,BV,QC,2014,2518.20946391731
383,ARG,BV,QC,2015,2552.88529097722
384,ARG,BV,QC,2016,2570.51879904989
385,ARG,BV,QC,2017,2603.59143371927
386,ARG,BV,QC,2018,2631.70334563365
387,ARG,BV,QC,2019,2675.33915530313
388,ARG,BV,QP,2000,2722.27496392545
389,ARG,BV,QP,2001,2492.08025341846
390,ARG,BV,QP,2002,2528.68017445558
391,ARG,BV,QP,2003,2668.04257529585
392,ARG,BV,QP,2004,3028.20857444012
393,ARG,BV,QP,2005,3135.49856613787
394,ARG,BV,QP,2006,3034.4324
395,ARG,BV,QP,2007,3217.8698
396,ARG,BV,QP,2008,3112.84168729859
397,ARG,BV,QP,2009,3350.0
398,ARG,BV,QP,2010,3146.47365308383
399,ARG,BV,QP,2011,3185.62107865857
400,ARG,BV,QP,2012,3178.74885275711
401,ARG,BV,QP,2013,3175.75881555112
402,ARG,BV,QP,2014,3191.66795378777
403,ARG,BV,QP,2015,3202.81599601624
404,ARG,BV,QP,2016,3209.86783425557
405,ARG,BV,QP,2017,3218.80073322143
406,ARG,BV,QP,2018,3232.66100522391
407,ARG,BV,QP,2019,3240.43332604477
408,ARG,BV,ST,2000,0.0
409,ARG,BV,ST,2001,0.0
410,ARG,BV,ST,2002,0.0
411,ARG,BV,ST,2003,0.0
412,ARG,BV,ST,2004,0.0
413,ARG,BV,ST,2005,0.0
414,ARG,BV,ST,2006,0.0
415,ARG,BV,ST,2007,0.0
416,ARG,BV,ST,2008,0.0
417,ARG,BV,ST,2009,0.0
418,ARG,BV,ST,2010,0.0
419,ARG,BV,ST,2011,0.0
420,ARG,BV,ST,2012,0.0
421,ARG,BV,ST,2013,0.0
422,ARG,BV,ST,2014,0.0
423,ARG,BV,ST,2015,0.0
424,ARG,BV,ST,2016,0.0
425,ARG,BV,ST,2017,0.0
426,ARG,BV,ST,2018,0.0
427,ARG,BV,ST,2019,0.0
428,ARG,CG,AH,2000,4117.68
429,ARG,CG,AH,2001,3698.73
430,ARG,CG,AH,2002,4747.85
431,ARG,CG,AH,2003,4485.207
432,ARG,CG,AH,2004,5074.0
433,ARG,CG,AH,2005,4435.07743728216
434,ARG,CG,AH,2006,4958.0
435,ARG,CG,AH,2007,5791.0
436,ARG,CG,AH,2008,4619.75854214123
437,ARG,CG,AH,2009,3696.46796944107
438,ARG,CG,AH,2010,3520.51477317262
439,ARG,CG,AH,2011,3658.48735979086
440,ARG,CG,AH,2012,3770.37393594047
441,ARG,CG,AH,2013,3815.36188122795
442,ARG,CG,AH,2014,3904.78594484797
443,ARG,CG,AH,2015,3905.05347916797
444,ARG,CG,AH,2016,3979.40359572367
445,ARG,CG,AH,2017,4053.49870730488
446,ARG,CG,AH,2018,4093.36578219335
447,ARG,CG,AH,2019,4141.21580261655
448,ARG,CG,EX,2000,10887.0
449,ARG,CG,EX,2001,11506.5443
450,ARG,CG,EX,2002,12475.24939
451,ARG,CG,EX,2003,12172.30569
452,ARG,CG,EX,2004,15315.6998387985
453,ARG,CG,EX,2005,10403.4947542395
454,ARG,CG,EX,2006,16417.0006585614
455,ARG,CG,EX,2007,16054.0897625918
456,ARG,CG,EX,2008,9286.44965856143
457,ARG,CG,EX,2009,9022.05219
458,ARG,CG,EX,2010,11586.1869983764
459,ARG,CG,EX,2011,10851.3705215075
460,ARG,CG,EX,2012,11253.9766327697
461,ARG,CG,EX,2013,11731.3154530188
462,ARG,CG,EX,2014,12468.7938004789
463,ARG,CG,EX,2015,12563.929013665
464,ARG,CG,EX,2016,13355.6370132604
465,ARG,CG,EX,2017,14176.0286068687
466,ARG,CG,EX,2018,14818.900488297
467,ARG,CG,EX,2019,15451.1986002817
468,ARG,CG,FE,2000,6600.49333333333
469,ARG,CG,FE,2001,5648.98099
470,ARG,CG,FE,2002,4777.009427
471,ARG,CG,FE,2003,4363.776482799
472,ARG,CG,FE,2004,6558.06533678885
473,ARG,CG,FE,2005,6400.02749153965
474,ARG,CG,FE,2006,7303.35530994555
475,ARG,CG,FE,2007,7967.65142227613
476,ARG,CG,FE,2008,5860.60043421102
477,ARG,CG,FE,2009,5977.80922364752
478,ARG,CG,FE,2010,5597.19651834132
479,ARG,CG,FE,2011,7006.14527492016
480,ARG,CG,FE,2012,7015.50248693245
481,ARG,CG,FE,2013,7085.40219488666
482,ARG,CG,FE,2014,7209.79837176211
483,ARG,CG,FE,2015,7269.38840251166
484,ARG,CG,FE,2016,7389.4407089733
485,ARG,CG,FE,2017,7579.8465680664
486,ARG,CG,FE,2018,7692.53527641056
487,ARG,CG,FE,2019,7888.04381197508
488,ARG,CG,FO,2000,289.169625085208
489,ARG,CG,FO,2001,288.380473989871
490,ARG,CG,FO,2002,411.914494737944
491,ARG,CG,FO,2003,300.842814660879
492,ARG,CG,FO,2004,492.304720473644
493,ARG,CG,FO,2005,365.197433119219
494,ARG,CG,FO,2006,409.279775100924
495,ARG,CG,FO,2007,362.228944133517
496,ARG,CG,FO,2008,332.261404600073
497,ARG,CG,FO,2009,453.369479485405
498,ARG,CG,FO,2010,414.400676303584
499,ARG,CG,FO,2011,413.609692957964
500,ARG,CG,FO,2012,421.436458166358
501,ARG,CG,FO,2013,430.221021809676
502,ARG,CG,FO,2014,438.924127831378
503,ARG,CG,FO,2015,446.924262682328
504,ARG,CG,FO,2016,456.382773729475
505,ARG,CG,FO,2017,466.468368990192
506,ARG,CG,FO,2018,475.801282306905
507,ARG,CG,FO,2019,484.92978516265
508,ARG,CG,IM,2000,23.0
509,ARG,CG,IM,2001,2.0
510,ARG,CG,IM,2002,3.0
511,ARG,CG,IM,2003,35.0
512,ARG,CG,IM,2004,10.0
513,ARG,CG,IM,2005,64.0
514,ARG,CG,IM,2006,13.0
515,ARG,CG,IM,2007,123.0
516,ARG,CG,IM,2008,125.0
517,ARG,CG,IM,2009,25.0
518,ARG,CG,IM,2010,0.0
519,ARG,CG,IM,2011,0.0
520,ARG,CG,IM,2012,0.0
521,ARG,CG,IM,2013,0.0
522,ARG,CG,IM,2014,0.0
523,ARG,CG,IM,2015,0.0
524,ARG,CG,IM,2016,0.0
525,ARG,CG,IM,2017,0.0
526,ARG,CG,IM,2018,0.0
527,ARG,CG,IM,2019,0.0
528,ARG,CG,NT,2000,10864.0
529,ARG,CG,NT,2001,11504.5443
530,ARG,CG,NT,2002,12472.24939
531,ARG,CG,NT,2003,12137.30569
532,ARG,CG,NT,2004,15305.6998387985
533,ARG,CG,NT,2005,10339.4947542395
534,ARG,CG,NT,2006,16404.0006585614
535,ARG,CG,NT,2007,15931.0897625918
536,ARG,CG,NT,2008,9161.44965856143
537,ARG,CG,NT,2009,8997.05219
538,ARG,CG,NT,2010,11586.1869983764
539,ARG,CG,NT,2011,10851.3705215075
540,ARG,CG,NT,2012,11253.9766327697
541,ARG,CG,NT,2013,11731.3154530188
542,ARG,CG,NT,2014,12468.7938004789
543,ARG,CG,NT,2015,12563.929013665
544,ARG,CG,NT,2016,13355.6370132604
545,ARG,CG,NT,2017,14176.0286068687
546,ARG,CG,NT,2018,14818.900488297
547,ARG,CG,NT,2019,15451.1986002817
548,ARG,CG,OU,2000,1354.67037491479
549,ARG,CG,OU,2001,1190.4209026768
550,ARG,CG,OU,2002,1137.51234482771
551,ARG,CG,OU,2003,1176.71935597446
552,ARG,CG,OU,2004,1530.66677060569
553,ARG,CG,OU,2005,1754.41124607484
554,ARG,CG,OU,2006,1857.60855300826
555,ARG,CG,OU,2007,1961.05683599852
556,ARG,CG,OU,2008,1877.10420597836
557,ARG,CG,OU,2009,1619.74772882145
558,ARG,CG,OU,2010,1785.98550034364
559,ARG,CG,OU,2011,1844.08833096487
560,ARG,CG,OU,2012,1877.22933314698
561,ARG,CG,OU,2013,1911.05062840265
562,ARG,CG,OU,2014,1945.05646480287
563,ARG,CG,OU,2015,1978.13581144056
564,ARG,CG,OU,2016,2012.74807407661
565,ARG,CG,OU,2017,2047.8495632008
566,ARG,CG,OU,2018,2082.50693286599
567,ARG,CG,OU,2019,2117.11335500895
568,ARG,CG,PC,2000,7.82830139108281
569,ARG,CG,PC,2001,7.7276508384659
570,ARG,CG,PC,2002,10.9330739658654
571,ARG,CG,PC,2003,7.91212725615757
572,ARG,CG,PC,2004,12.8297904845628
573,ARG,CG,PC,2005,9.42882973043527
574,ARG,CG,PC,2006,10.4661750441356
575,ARG,CG,PC,2007,9.17267521229469
576,ARG,CG,PC,2008,8.33090300629525
577,ARG,CG,PC,2009,11.2565666770634
578,ARG,CG,PC,2010,10.1903476197212
579,ARG,CG,PC,2011,10.0757537870393
580,ARG,CG,PC,2012,10.1720078725196
581,ARG,CG,PC,2013,10.2906456289539
582,ARG,CG,PC,2014,10.405977426064
583,ARG,CG,PC,2015,10.5040016612374
584,ARG,CG,PC,2016,10.6355660257154
585,ARG,CG,PC,2017,10.7806598024034
586,ARG,CG,PC,2018,10.9078698373889
587,ARG,CG,PC,2019,11.0296543957297
588,ARG,CG,QC,2000,8711.0
589,ARG,CG,QC,2001,7561.1157
590,ARG,CG,QC,2002,6726.43626656566
591,ARG,CG,QC,2003,6241.33865343434
592,ARG,CG,QC,2004,9014.37016120152
593,ARG,CG,QC,2005,8919.63617073371
594,ARG,CG,QC,2006,9984.99050305474
595,ARG,CG,QC,2007,10711.1102374082
596,ARG,CG,QC,2008,8488.58744978946
597,ARG,CG,QC,2009,8464.60815072588
598,ARG,CG,QC,2010,8209.54831423636
599,ARG,CG,QC,2011,9682.66732505348
600,ARG,CG,QC,2012,9738.91013440733
601,ARG,CG,QC,2013,9852.57247415948
602,ARG,CG,QC,2014,10026.9833827094
603,ARG,CG,QC,2015,10133.5581461534
604,ARG,CG,QC,2016,10299.274489034
605,ARG,CG,QC,2017,10535.98025808
606,ARG,CG,QC,2018,10693.7337940122
607,ARG,CG,QC,2019,10952.7862983829
608,ARG,CG,QP,2000,19789.0
609,ARG,CG,QP,2001,18739.66
610,ARG,CG,QP,2002,19368.12
611,ARG,CG,QP,2003,18109.21
612,ARG,CG,QP,2004,25059.07
613,ARG,CG,QP,2005,19455.7470865894
614,ARG,CG,QP,2006,26870.375
615,ARG,CG,QP,2007,26968.2
616,ARG,CG,QP,2008,16078.0371083509
617,ARG,CG,QP,2009,18836.6603407259
618,ARG,CG,QP,2010,19803.924398157
619,ARG,CG,QP,2011,20438.5169191077
620,ARG,CG,QP,2012,20992.886767177
621,ARG,CG,QP,2013,21583.8879271783
622,ARG,CG,QP,2014,22495.7771831883
623,ARG,CG,QP,2015,22697.4871598184
624,ARG,CG,QP,2016,23654.9115022944
625,ARG,CG,QP,2017,24712.0088649487
626,ARG,CG,QP,2018,25512.6342823092
627,ARG,CG,QP,2019,26403.9848986646
628,ARG,CG,ST,2000,789.0
629,ARG,CG,ST,2001,463.0
630,ARG,CG,ST,2002,632.434343434343
631,ARG,CG,ST,2003,363.0
632,ARG,CG,ST,2004,1102.0
633,ARG,CG,ST,2005,1298.61616161616
634,ARG,CG,ST,2006,1780.0
635,ARG,CG,ST,2007,2106.0
636,ARG,CG,ST,2008,534.0
637,ARG,CG,ST,2009,1909.0
638,ARG,CG,ST,2010,1917.18908554424
639,ARG,CG,ST,2011,1821.66815809098
640,ARG,CG,ST,2012,1821.66815809098
641,ARG,CG,ST,2013,1821.66815809098
642,ARG,CG,ST,2014,1821.66815809098
643,ARG,CG,ST,2015,1821.66815809098
